ability	{'moć', 'talent', 'sposobnost', 'prirođena_sklonost', 'mogućnost', 'nadarenost', 'sposobnosti'}
beat	{'pulsirati', 'preneraziti', 'frapirati', 'pjesničkog_metra', 'smesti', 'otkucati', 'biti', 'odbiti', 'zatreperiti', 'mlatiti', 'zbunjivati', 'beat', 'zadrhtati', 'zadiviti', 'začuditi', 'lepetati', 'preneražavati', 'istući', 'bitnik', 'udariti', 'isčekićati', 'zapanjiti', 'klepetati', 'pobijediti', 'puls', 'zaprepašćivati', 'ritmička_jedinica', 'doba', 'metar', 'titrati', 'zabezeknuti', 'isprebijati', 'tući', 'zgranuti', 'ritam', 'lupati', 'off-beat', 'zgranjivati', 'zapanjivati', 'bubnjati', 'zbuniti', 'drhtati', 'treperiti', 'beatnik', 'glazbeni_ritam', 'udarati', 'smetati', 'zatitrati', 'čekićati', 'kucati', 'zaprepastiti', 'ritmova', 'otkucavati', 'promiješati', 'nadmudriti', 'klepnuti', 'siteswap', 'premostiti'}
because	{'because'}
bed	{'ševiti_se', 'ići_na_spavanje', 'krevet', 'naslaga', 'red', 'lijeha', 'potok_krevet', 'ševiti', 'jebati_se', 'krevetu', 'karati_se', 'bed', 'voditi_ljubav', 'poremećaja_prehrane', 'spavati', 'poševiti', 'potoka', 'šav', 'ići_u_krevet', 'općiti', 'seksati_se', 'dno', 'sloj', 'postelja', 'ležaj', 'jebati', 'creek_krevet', 'gredica'}
beer	{'pivo', 'ale', 'piva', 'beer'}
belly	{'abdomen', 'izbočiti_se', 'trbuh', 'trbuha', 'belly', 'abdominals', 'ljudskog_trbuha', 'trbušne_mišiće', 'burag'}
big	{'odrastao', 'bjarke_ingels_group', 'voća', 'znamenit', 'jak', 'stypsis', 'velik', 'plemenit', 'mineralnost', 'bouquet', 'buke', 'obiman', 'zreo', 'sazreo', 'tijelo', 'big', 'snažan', 'norm_nixon', 'krupan', 'širokogrudan', 'čuven', 'istaknut', 'samohvalisav', 'ugledan', 'glasovit', 'velikodušan'}
bird	{'bird_parker', 'charles_christopher_parker', 'bird', 'razz', 'bronx_razveseliti', 'meso_peradi', 'loptica', 'yardbird_parker', 'razzing', 'roosting', 'charlie_parker', 'djevojka', 'ptice', 'avifauna', 'ptica', 'mikuni_shimokawa', 'zviždati', 'avafauna', 'prst', 'aves'}
bite	{'ubosti', 'ugriza', 'ubod', 'ugriz', 'opeći', 'steven_hassan', 'zakuska', 'ujedati', 'chomp', 'zagristi', 'odgristi', 'ubod_kukca', 'zagrizati', 'nagristi', 'zalogaj', 'opor', 'pregristi', 'griz', 'pregrizati', 'užina', 'ujesti', 'dvo-specifične_t-stanica_engager', 'zajedljivost', 'duhovit', 'izujedati', 'ugrizati', 'gristi', 'ugristi'}
black	{'crna', 'crni', 'lightlessness', 'mrak', 'kari_kimmel', 'crna_žena', 'negro', 'crnina', 'final_fight', 'ocrniti', 'crnac', 'joseph_black', 'shirley_temple_crna', 'crnca', 'crn', 'negroids', 'magic:_the_gathering', 'afričkog_podrijetla', 'crnci', 'taio_cruz', 'negroidne', 'latino', 'crno_osoba', 'crna_boja', 'pocrniti', 'boja', 'shirley_temple', 'black', 'tama', 'negroid', 'crna_kava', 'azijski', 'crni_čovjek', 'final_fight_3', 'crno_afrička', 'ostalih_utrka', 'tmina', 'sličan_crncu', 'ukupna_mrak', 'inkiness', 'boje', 'bijeli', 'planeswalker', 'crne_žene', 'negroidi', 'boji_znanosti', 'parcele_crnilo'}
blood	{'rod', 'raskalašnik', 'naslijeđe', 'bordeaux_vino', 'rakehell', 'persistence_of_time', 'ljudskom_krvlju', 'genetskog_nasljeđivanja', 'loze', 'hematoloških', 'loza', 'sanguis', 'blood', 'obitelj', 'the_black_parade', 'krv_linija', 'potomstvo', 'krv', 'bordeaux', 'kainah', 'krvi', 'porod', 'kisikom_krvi', 'getting_away_with_murder', 'nasljedstvo', 'nasljeđe', 'biološkog_nasljeđivanja', 'bordeaux_vina', 'ljudske_krvi', 'collective_soul', 'vs.', 'soj'}
blow	{'otplutati', 'prtljati', 'fućkati', 'spiskavati', 'udarac', 'šok', 'vijoriti', 'kiksati', 'razbacivati_se', 'spackati', 'griješiti', 'pogriješiti', 'zviždati', 'producirati_se', 'pušiti', 'uprskati', 'nalet', 'sprtljati', 'rasuti', 'spetljati', 'stratiti', 'duhati', 'tratiti', 'protepsti', 'zafrknuti', 'straćiti', 'pištati', 'pokvariti', 'razmetati_se', 'zabuniti_se', 'ćerdati', 'proćerdati', 'brljati', 'pregorjeti', 'kvariti', 'protraćiti', 'blow', 'puhati', 'letjeti', 'upropastiti', 'sprčkati', 'protratiti', 'lebdjeti', 'napuhati', 'doplutati', 'šepiriti_se', 'preturati', 'prčkati', 'sfušati', 'rastepsti', 'rasipati', 'uništavati', 'packati', 'fićukati', 'odlebdjeti', 'napuhavati', 'traćiti', 'dolebdjeti', 'trubiti', 'plutati', 'prepreka', 'nos_bombona', 'zbrljati', 'spiskati', 'zbunjivati_se', 'upropaštavati', 'buniti_se', 'uništiti', 'hvalisati_se', 'smetnja', 'ploviti', 'hvastati_se', 'fušati', 'petljati', 'uprskavati', 'potratiti'}
body	{'hula-hopke', 'prtljažniku', 'torzo', 'polytopes', 'polytope', 'tranzistor_s_efektom_polja', 'posmrtni_ostatci', 'zajednica', 'skup', 'stypsis', 'karoserija', 'mineralnost', 'unipolarni_tranzistori', 'bouquet', 'buke', 'vrata', 'tijelo_odijelo', 'mačka_odijelo', 'dosljednost', 'trup', 'lješ', 'leš', 'body', 'novinski_članak', 'grupa', 'tranzistora_s_efektom_polja', 'unitard', 'skupina', 'tijela', 'točka', 'učinkom_polja_tranzistora', 'fizikalno_tijelo', 'voća', 'vijest', 'truplo', 'leševa', 'fizički_objekt', 'mrtvo_tijelo', 'karoserije', 'mrtvac', 'strvina', 'catsuit', 'kadavera', 'eubstance', 'fizičko_tijelo', 'prijemnik', 'soundbox', 'bodysuit', 'tijelo', 'coachbuilder', 'organska_struktura', 'suptilno_tijelo', 'točke_veličine', 'trȗp', 'teairra_marí', 'oličavati', 'tȍrzo', 'tranzistor_s_učinkom_polja', 'fizička_struktura', 'članak', 'fet', 'kadaver'}
bone	{'def_jam_recordings', 'kosti', 'bone', 'koštane', 'bjelokosti', 'slonovače', 'nije_čisto_bijele_boje', 'štrebati', 'sustav_kostiju', 'koštano_tkivo', 'kost'}
brain	{'bryan_mantia', 'bistrina', 'brainpower', 'um', 'ljudskog_uma', 'nous', 'razmišljanje', 'mozak', 'mozga', 'brainiac', 'razlog', 'glavu', 'genije', 'pamet', 'razum', 'razbor', 'intelekt', 'uma', 'inteligencija', 'sposobnost_učenja', 'genij', 'mentalni_kapacitet', 'brain', 'sisavaca_mozga', 'banks', 'mentalitet', 'encephalon', 'mentalnog_sadržaja', 'encefalon', 'psiha'}
breast	{'prsa', 'dojke', 'karcinoma_dojke', 'rak_dojke', 'mamma', 'bijelo_meso', 'sise', 'grudi', 'pectus', 'titty', 'toraks', 'raka_dojke', 'prsni_koš', 'prsnog_koša', 'sisa', 'cica', 'the_breast', 'dojka'}
breathe	{'time', 'odmoriti_se', 'zračiti', 'odisati', 'do_posljednjeg_daha', 'disati', 'the_dark_side_of_the_moon', 'i-empire', 'kristof_konrad', '11:59', 'funeral_for_yesterday', 'zucnuti', 'predahnuti', 'a_class', 'pokazivati', 'breathe', 'emitirati', 'pisnuti'}
broken	{'razlomljen', '12_stones', 'delta_machine', "winterheart's_guild", 'echo', 'plastic_beach', 'the_best_of_bruce_dickinson', 'csi:_miami', 'slomljen', 'ms._kelly', 'slomljena', 'razoren', 'broken'}
building	{'zgrada', 'izrada', 'građevinska_industrija', 'zdanje', 'građevina', 'građevinarstvo', 'javnih_zgrada', 'zgrade', 'javne_zgrade', 'izgrađivanje', 'izrađivanje', 'gradnja', 'građevinskoj_industriji', 'građenje', 'izgradnja', 'gradilištu', 'konstruiranje'}
burn	{'sažigati', 'ubosti', 'fc_dallas', 'goreći', 'zapaliti', 'zapaljivati', 'drugi_stupanj_spali', 'pržiti', 'žeći', 'potpaliti', 'tan', 'sagorijevati', 'vatra', 'upaljivati', 'vodeni_tok', 'potpaljivati', 'žgati', 'spaliti', 'ruisseau', 'potok', 'izgorjeti', 'potoci', 'burn', 'sažgati', 'kauterizirati', 'gorjeti', 'opržiti', 'ugristi', 'tok', 'spržiti', 'opeći', 'opekline_trećeg_stupnja', 'plamen', 'opekotina', 'upaliti', 'treći_stupanj_spali', 'kiptjeti', 'ispaliti', 'potocima', 'opeklina', 'spali', 'zapaliti_se', 'paliti', 'potočić', 'užeći', 'vodotok', 'užgati', 'ispaljivati', 'požar', 'opekline', 'preplanulost', 'eritem_solare', 'sagorjeti', 'izgarati', 'plamtjeti', 'spaljivati', 'opeći_se', 'spali_trag', 'sažeći'}
business	{'za-dobit', 'tvrtka', 'za_profit', 'poslovni_put', 'klijentela', 'poduzeće', 'poslovni_sustav', 'linija_rada', 'samostalni_poduzetnici', 'poslovni_sektor', 'epizoda', 'dan_posao', 'poslovne', 'poslovnom_sektoru', 'poduzetništvo', 'branša', 'posao', 'trgovac', 'zanimanje', 'business', 'poslovni_petlja', 'poslovanja', 'poslovanje', 'poslovni_briga', 'kupca', 'faza_poslovnog', 'klijentelu', 'glavni_cilj', 'poslovna_organizacija', 'biznis', 'točka'}
camera	{'fotokamera', 'kinokamera', 'televizijska_kamera', 'fotić', 'filmsku_kameru', 'cine-kamera', 'camera', 'motion-picture_kamera', 'kamera', 'fotoaparat', 'kamere', 'tv_kamera', 'the_back_room', 'fotografska_kamera'}
carefully	{'pažljivo', 'pòmnjivo', 'iritiranje', 'briga', 'uzrujavanje', 'brige', 'brìžljivo', 'muka', 'pȏmno', 'brinuti'}
challenge	{'proturječiti', 'osporavati', 'pobijati', 'protusloviti', 'propitivanje', 'izazivati', 'izazvati', 'pobiti', 'sporiti', 'izazov-odgovor', 'izazov'}
charity	{'polemonium_caeruleum', 'polemonium_kombi-bruntiae', 'ljubav', 'charity', 'javna_dobrotvorna', 'ljubavi', 'dobrotvorstvo', 'milosrđe', 'status_dobrotvorne', 'dobrotvorna_organizacija', 'ljubav_prema_bližnjemu', 'ljubav_prema_bližnjem', 'registrirana_dobrotvorna', 'dobrotvorna_ustanova', 'milost', 'dobrotvorne_organizacije', 'bratska_ljubav', 'polymonium_caeruleum_kombi-bruntiae', 'dobrotvorne', 'dobročinstvo'}
charming	set()
child	{'dijete', 'maloljetnik', 'djeca', 'kći', 'klinac', 'dječje', 'djetinjstvo', 'pre-dlakavi', 'mališan', 'djece', 'kćer', 'tiddler', "l'enfant", 'dječak', 'kćeri', 'kćerka'}
clothes	{'odjeću', 'odjeće', 'odjevni_predmet', 'odjevni', 'odijelo', 'žensku', 'odjevnoj_industriji', 'ruho', 'nošnja', 'podesan_za_nošenje', 'odjeća'}
cloud	{'zamagliti', 'išarati', 'pomračiti', 'oblak-based', 'zamračivati', 'cloud_strife', 'zamagljivati', 'rojenje', 'cloud_computing', 'zamutiti', 'pomućivati', 'roj', 'cloud_usluge', 'cloud_infrastrukture', 'pomutiti', 'oblak_hosting', 'oblak', 'kiba', 'oblaci', 'jato', 'javni_oblak', 'zamračiti', 'zamućivati', 'pomračivati', 'cloud', 'infrastrukture_kao_usluge', 'oblak_usluge'}
cockroach	{'žohari', 'blattaria', 'žohara', 'bubašvaba', 'red_blattaria', 'žohar', 'red_žohara', 'cockroach', 'blattodea', 'podred_blattaria', 'podred_blattodea'}
code	{'zakazati', 'kompjuterski_kod', 'prevesti', 'kod', 'kodifikacija', 'programirati', 'prekodirati', 'računalni_kod', 'zakonik', 'prevoditi', 'računalo_kod', 'kodirati', 'šifrirati'}
cold	{'hladno', 'hladnoća', 'niska_temperatura', 'studen', 'nicole_prescovia_elikolani_valiente_scherzinger', 'prehlade', 'cold', 'craig_david', 'prehlada', 'kopb', 'kronična_opstruktivna_plućna_bolest', 'nazofaringitis', 'obična_prehlada', 'nazeb', 'hunjavica', 'nahlada', 'kronične_opstruktivne_plućne_bolesti', 'ravnodušan', 'nicole_scherzinger', 'hladan'}
collection	{'nakupljanje', 'agregat', 'sastavljanje', 'akon', 'dug_kolektor', 'skupljanje', 'gomilanje', 'kompendij', 'umjetničkim_zbirkama', 'skup', 'zbirka_agencija', 'hawkwind', 'kompilacija', 'serije_knjiga', 'pridruživanje', 'zahtjev', 'domaćin', 'the_charlatans', 'veliku_dobit', 'agregacija', 'joe_sample', 'pregled', 'agregacije', 'zbir', 'prikupljanje', 'okupljanje', 'kontejner', 'collection', 'zbirka', 'grupa', 'skupina', 'sabiranje', 'the_offspring_collection', 'komplet', 'kolekcija', 'žetva', 'umjetnička_zbirka'}
come	{'comé', 'come', 'prispjeti', 'dostizati', 'dosizati', 'dohvatiti', 'ejakulirati', 'postići', 'stići', 'dolaziti', 'sjeme', 'dosegnuti', 'doći', 'pristići', 'svratiti', 'doputovati', 'sperma', 'pristizati', 'dostići', 'postizati', 'sjemena_tekućina', 'sjemene_tekućine', 'dolaze', 'dokučivati', 'doprijeti', 'približiti_se', 'približavati_se', 'pristignuti', 'hvatati', 'prilaziti', 'ejakulat', 'prići', 'dokučiti', 'stignuti', 'potjecati', 'stizati', 'učiniti', 'dopirati', 'vrijediti', 'iznositi', 'doseći'}
computer	{'opće_namjene_računalo', 'kalkulator', 'kompjuter', 'obradnik', 'podaci_procesor', 'računalne_glazbe', 'računala', 'informacije_sustav_za_obradu', 'elektroničkog_računala', 'računalni_uređaj', 'digitalnih_računala', 'komputator', 'rednik', 'kompjutor', 'elektronska_računala', 'ljudsko_računalo', 'koji_vrši_procjenu', 'računalni_sustav', 'osobna_računala', 'računalnim_sustavima', 'računalo', 'figurer', 'mikroračunalo', 'computing_stroj'}
construction	{'izrada', 'građevinarstvo', 'gramatičke_konstrukcije', 'izrađivanje', 'mentalno_sinteza', 'izraz', 'izgradnja', 'građevinskoj_industriji', 'konstrukcije', 'gradilištu', 'ustavne_interpretacije', 'konstruiranje', 'runescape', 'konstrukcija', 'model', 'gramatička_konstrukcija', 'građevinska_industrija', 'sudskog_tumačenja', 'izgrađivanje', 'gradnja', 'građenje', 'struktura'}
cook	{'kuhati', 'spremati', 'james_cook', 'vreti', 'lažirati', 'pripremiti', 'praviti', 'uzavreti', 'uzavirati', 'kuharstvo', 'frédérick_cook', 'ključati', 'pripremati', 'pripraviti', 'zgotovljavati', 'uskipljivati', 'kapetan_cook', 'krivotvoriti', 'kapetan_james_cook', 'kratko_kako_kuhati', 'povjerenstva_kuhar', 'kuhara', 'skuhati', 'pripravljati', 'kuhar', 'slagati', 'uskipjeti', 'zakipjeti', 'spremiti', 'provirati', 'kȕhār', 'cook', 'frederick_albert_cook', 'zgotoviti', 'kȕharica', 'falsicirati', 'provreti', 'napraviti', 'sous-kuhar', 'proključati', 'kipjeti', 'složiti'}
correct	{'korigirati', 'kompenzirati', 'iskupljivati_se', 'namjestiti', 'usklađivati', 'prav', 'ispravljati', 'uređivati', 'pravu', 'uskladiti', 'nadoknaditi', 'urediti', 'prilagođavati', 'točan', 'namještati', 'podesiti', 'iskupiti_se', 'nadoknađivati', 'popravljati', 'podešavati', 'ispraviti', 'prilagoditi', 'popraviti'}
count	{'popis', 'grofovi', 'brojevni_sustav', 'računati', 'grof_monte_cristo', 'pobrajati', 'važno', 'punom_računati', 'nabrojati', 'sql', 'popisivanja', 'grofovska', 'pobrojavati', 'broj', 'važiti', 'countship', 'izbrojati', 'pobrojiti', 'suma', 'earls', 'zbroj', 'grofovija', 'comtesse', 'jarl', 'nabrojiti', 'prebrojavati', 'zbir', 'earl', 'prebrojati', 'brojati', 'izbrojiti', 'značiti', 'structured_query_language', 'brojati_se', 'vrijediti', 'računati_se', 'računajući', 'nabrajati', 'brojiti', 'grof', 'pobrojati'}
counting	{'popis', 'popisivanja', 'brojevni_sustav', 'računajući'}
crazy	{'crazy', 'the_r.e.d._album', 'playing_with_fire', 'because_of_you', 'mentalna_bolest', 'ludila', 'šašav', 'umobolnost', 'usher', 'bolest_uma', '...famous_last_words...', 'c.r.a.z.y.', 'ludilo', 'lud', 'loca', 'looney', 'erika_jayne', 'nutcase', '(you_drive_me)_crazy'}
cut	{'zavinuti', 'uspijevati', 'otvorenu_ranu', 'ispostaviti', 'nijansa', 'odbiti', 'segment', 'montaža', 'trnuti', 'snaći_se', 'izrezati_i_ispuniti', 'cut', 'rezanje', 'odsjeeak', 'ranivši', 'krojiti', 'komad_mesa', 'odbacivati', 'montažer', 'snižavati', 'racionalizirati', 'filmski_urednik', 'snalaziti_se', 'utrnuti', 'montirati', 'zasjek', 'sniziti', 'skratiti', 'zbiti', 'cenzure', 'zanemarivati', 'smanjivati', 'odrezati', 'kresati', 'ignoriranje', 'ignorirati', 'film_uređivanje', 'izrezati', 'razrijediti_se', 'odbaciti', 'isključivati', 'smanjiti', 'gasiti', 'zaokretati', 'ugasiti', 'cenzura', 'razderotine', 'skraćivati', 'uspjeti', 'isjeći', 'isključiti', 'reducirati', 'središnjeg_unica_dos_trabalhadores', 'odsjeći', 'sažimati', 'zavijati', 'skretati', 'bejzbol_ljuljačka', 'cut_mesa', 'hladno_rame', 'filmska_montaža', 'razblažiti', 'srezati', 'rez', 'urez', 'cenzori', 'potkresati', 'kratiti', 'skrenuti', 'sažeti', 'smanjivanje', 'zakretati', 'umanjivanje', 'rezati', 'udio', 'zanemariti', 'razrezati', 'presjeći', 'narezati', 'dio', 'posjekotina', 'rana', 'zarez', 'udjel', 'zakrenuti', 'odbijati', 'razrez', 'raspoloviti', 'ranjavanje'}
damage	{'deteriorirati', 'oštećivati', 'ozljeda', 'oštećenje', 'iznakaziti', 'izgrditi', 'štetiti', 'degenerirati', 'cijene', 'oprema_nezgode', 'naštetiti', 'oštetiti', 'pogoršavati_se', 'pravni_ozljede', 'zlo', 'šteta', 'povreda', 'cijena', 'pogoršati_se', 'damage'}
dance	{'igrati', 'oliver_heldens', 'dance', 'dance_party', 'waterloo', 'plesanje', 'plesne_glazbe', 'plesača', 'cupkati', 'ples', 'dancé', 'plesati', 'post-disco', 'plesač', 'plésati'}
dangerous	{"it's_hard", 'dangerous', 'opasan'}
day	{'ddan', 'dan', 'dana', 'sunčev_dan', 'dnevnih', 'sinodički_dan', 'zvjezdani_dan', 'siderični_dan', 'dvadeset_četir_sata', 'danje_svjetlo', 'sideralni_dan', 'srednji_sunčani_dan', 'clarence_day', 'era', 'solarni_dan', 'prilika', 'dvadeset_četiri_sata', 'clarence_shepard_dan_jr.', 'znači_sunčev_dan', 'duljine_dana', 'siderički_dan', '24-satni_interval', 'day', 'šansa', 'doba'}
deceive	{'nepoštenje', 'zavaravati', 'zavarati', 'obmana', 'obmanuti', 'neiskrenost', 'prevariti', 'nasamariti', 'prijevare', 'varati', 'obmanjivati', 'varljiv', 'prepredenost'}
dedication	{'obvezivanje', 'dedication', 'obveza', 'predanost', 'obaveza'}
deliberately	{'namjerno'}
delivery	{'spašavanja', 'prometne_infrastrukture', 'dostava', 'način_govori', 'dostavljanje', 'oslobođenje', 'promet', 'otuđenje', 'transport', 'vic', 'dopremanje', 'vaginalni_rođenja', 'spašavanje', 'porodničarskih_dostava', 'prijevoz', 'porođaj', 'dostavljač', 'otuđenja', 'šala', 'spasenje', 'šaljiv', 'rađanje', 'porod', 'donošenje', 'spasiti', 'kućnu_dostavu', 'rođenje', 'isporuka', 'šega', 'pošalica', 'doprema', 'isporuke', 'poroda', 'porodjaj', 'delivery', 'spas', 'ponuda', 'otuđiv', 'govor', 'pravni_prijenos'}
dessert	{'slastica', 'desertna_vina', 'nakon_njega', 'desert', 'desertno_vino', 'dezert'}
