ability	{'pouvoir', 'adresse', 'faculté', 'intelligence', 'habileté', 'capacité', 'aptitude', 'habilité'}
ball	{'foot', 'pelote', 'lucille_ball', 'bille', 'sphère', 'glob', 'boule_unité', 'bal', 'testiculaire', 'balle_mousquet', 'calotte', 'plante', 'lucille_désirée_ball', 'zone_de_strike', 'ballon', 'boule', 'ballon_de_football', 'globe', 'ovule', 'zone_des_prises', 'wilfred_williams_ball', 'référentiel_bondissant', 'boule_fermée', 'ball', 'couille', 'boule_ouverte', 'roupette', 'burnes', 'boulet', 'zone_de_frappe', 'gosse', 'bollocks', 'balle_demi-blindée', 'testicule', 'burne', 'bloc', 'baloche', 'couilles', 'testicules', 'john_ball', 'morceau', 'disque_unité', 'rouston', 'balles', 'fifa_approved', 'balle', 'football', 'teste', 'ballon_de_foot', 'ballock', '2-sphère', 'limace', 'enrouler', 'calotte_sphérique', 'globuleux', 'balle_de_tennis', 'ball_corporation', 'hémisphérique', 'orbe', 'balles_de_tennis', 'sphères', 'géosphère', 'motte', 'zone_de_prises', 'orchis', 'roubignolle', 'balles_de_plomb', 'balle_de_mousquet', 'œuf', 'sphérique', 'fou', 'soccer', 'terre', 'ballon_de_football_américain'}
bar	{'bloquer', '̶', 'bavarois', 'prévenir', 'obstruer', 'chiffrage_de_la_mesure', 'nr1h4', 'trait', 'débit_de_boisson', 'égreneuse', 'bêta-2_adrénergique', 'public_house', 'banc_de_sable', 'bár', 'patrynomic', 'récepteur_nucléaire_fxr', 'gâteau', 'salle_de_bar', 'auberge_de_campagne', 'pubs', 'barre_de_mesure', 'la_bar', 'plats_de_brasserie', 'indicateur_de_mesure', 'broken/ƚ', 'bancs_de_sable', 'barrer', 'nom_patronymique', 'barreau', 'nom_à_suffixe_patronymique', 'mbar', 'browning_automatic_rifle', 'récepteur_farnésoïde_x', 'rayure', 'prévention', 'saloon', 'maison_publique', 'ginmill', '◌̶', 'boucher', 'exclure', 'tablette', 'patronyme', 'tap_house', 'bancs', 'cabaret', 'signe_pub', 'barette', 'tenancier_de_saloon', 'bannir', 'mesure', 'austro-bavarois', 'farnesoid_x_receptor', 'taverne', 'bangor_and_aroostook_railroad', 'bar_montant', 'signature_rythmique', 'beurre', 'mesurer', 'temps_fort', 'tact', 'antivari', 'entraver', 'comptoir', 'se_mettre_en_travers', 'orde_van_de_vlaamse_balies', 'banc', 'buvette', 'salle', 'bistro', '◌̷', 'débits_de_boisson', 'bistrot', 'zinc', 'hectopascal', 'barre', 'barre-à-mine', 'excréter', 'blackbouler', 'estaminet', 'rade', 'barre_à_mine', 'pub', 'métrique', 'reléguer', 'millibar', 'patronymes', 'avoué', 'robinet_brasserie', 'temps_faible', 'langue_bavaroise', 'bonaventura_de_bar', 'tavernes', 'excommunier', 'bonaventure_de_bar', 'ostraciser', 'exiler', 'profession_judiciaire', 'encombrer', 'barre_a_mine', 'récepteur_nuléaire_fxr', 'interdire', 'bonaventura_debar', 'foobar', 'foo', 'advocatus', 'récepteurs_bêta-2', 'auberge', 'haut-fond', 'avouerie', '◌̵', 'taphouse', 'maisons_publiques', 'rejeter', 'barre_inscrite', 'guinguette', 'profession_juridique', 'barre_horizontale', 'arrêter', 'adrb2', 'raie', 'retrancher', 'expulser', 'ordre_des_avocats', 'bar', 'communauté_juridique', 'proscrire', '◌̸', 'millibars', '̵'}
bark	{'trois-mats_barque', 'ecorce', 'aboiement', 'trois-mâts_barque', 'iliouchine_il-2_sturmovik', 'iliouchine_il-2', 'quatre-mâts_barque', 'écorce', 'peau', 'ouaf_ouaf', 'bark', 'japper', 'écorce_des_arbres', 'aboyer', 'cortical', 'trois_mats_barque', 'sturmovik', 'ouaf', 'périderme', 'barque', 'cortex'}
bear	{'admettre', 'ursidae', 'maître_martin', 'ursidés', 'tu-95/142', 'adopter', 'recevoir', 'assumer', 'tupolev_tu-20_bear', 'donner_naissance', 'souffrir', 'tremarctinae', 'retenir', 'résulter', 'ours_dans_la_mythologie_nordique', 'atteindre', 'charge', 'soumettre', 'paul_hoffman', 'renfermer', 'subir', 'accomplir', 'se_tenir', 'prendre', 'accoucher', 'tupolev_tu-20', 'soutenir', 'tenir', 'tupolev_tu-95_"bear"', 'acquitter', 'tu-142', 'se_comporter', 'demeurer', 'mike_brown', 'marché_baissier', 'porter', 'ours_dans_la_culture', 'de_force', 'détenir', "s'accorder_avec", "communauté_de_l'ours", 'produire', 'exercer', 'prêter', 'supposer', 'tupolev_tu-95_bear', 'rester', 'ailuropodinae', 'supporter', 'webelos', 'tu-20_bear', 'déporter', 'observer', 'ursine', 'aboutir', 'revêtir', 'attendre', 'endurer', 'communauté_bear', 'tolérer', 'contenir', 'bear', 'se_résigner', 'ourse', 'avoir', 'baissier', 'accepter', 'avoir_une_brioche_au_four', 'tu-95', 'tu-20', 'payer', 'respecter', 'ours', 'bears', 'tupolev_tu-95', 'endosser', 'tupolev_tu-116', 'uss_bear', 'communaute_bear', 'expulser', 'donner', 'tupolev_tu-95/142_bear', 'continuer', 'ursidé', 'mettre_au_monde'}
beat	{'jet_set_radio', 'frémir', 'siteswap', 'rond', 'rithme', 'effarer', 'schéma_métrique', 'battement', 'éberluer', 'tabasser', 'ébahir', 'tambouriner', 'stupéfier', 'beat_records', 'méduser', 'tempo_musical', 'métrique', 'phénomène_de_battement', 'mètre', 'étape', 'ronde', 'métrique_quantitative', 'battre', 'faire_la_vaisselle', 'claqué', 'eating_disorders_association', 'tique', 'abattre', 'abasourdir', 'heurter', 'rythmes', 'rythme', 'vaincre', 'surmonter', 'étonner', 'compteur_poétique', 'cadence', 'pulsation', 'crevé', 'gagner', 'compteur_quantitative', 'beat', 'mort', 'mesure', 'dominer', 'off-beat', 'palpiter', 'pouls', 'tempo', 'ahurir', 'metrique', 'mesurer', 'fréquence_battement', 'défaire', 'poulz', 'unité_rythmique', 'jet_grind_radio', 'beatnik', 'temps', 'rythme_musical', 'verset_quantitative', 'rhythme', 'consterner', 'pulsation_du_cœur', 'rythmique'}
because	{'car', 'à_cause_de', 'because', 'parce_que'}
bed	{'plan_de_stratification', 'aimer', 'massif', 'streambed', 'fourrer', 'enculer', 'couture', 'coucher', 'forniquer', 'copuler', 'jouer_à_zizi-panpan', 'bien', 'lever', 'bed', 'savoir', "faire_l'amour", 'plumard', 'avoir_des_relations_sexuelles', 'lit_du_ruisseau', 'enconner', 'lit_mineur', 'baiser', 'plaines_inondables', 'avoir', 'se_coucher', 'faire_crac-crac', "syndrome_d'hyperphagie_incontrôlée", 'faire_zizi-panpan', 'gisement', 'connaître', 'plaine_inondable', 'lit-cage', 'hyperphagie', 'lit_cage', 'foutre', 'lit_à_barreaux', "lit_de_cours_d'eau", 'parterre', 'couche', 'veine', 'pieuter', 'hyperphagie_boulimique', 'niquer', 'lit_de_la_rivière', 'lit', 'lit_ordinaire', 'planche', 'lit_de_rivière'}
beer	{'ale', 'secteur_de_brasserie', 'campaign_for_real_ale', 'beer', 'johann_georg_beer', 'bières', 'bière', 'bière_anglaise', 'binouze', 'the_selling_of_america', 'cratère_beer', 'biere', 'industrie_brassicole'}
belly	{'anatomie_des_viscères_abdominales', 'brioche', 'abdomen_humain', 'belly', 'muscle_abdominal', 'anatomie_des_viscères_abdominaux', 'estomac', 'abdomen', 'muscles_abdominaux', 'ahmad_balshe', 'abdominal', 'gros_ventre', 'rumen', 'bedon', 'cavité_abdominale', 'abdominaux', 'anatomie_des_visceres_abdominaux', 'ventre', 'paroi_abdominale', 'bedaine', 'bide', 'panse'}
big	{'mûr', 'stypsis', 'fanfaron', 'gros', 'vaniteux', 'descripteurs_du_vin', 'astringence', 'petit_bonhomme', 'magnanime', 'minéralité', 'lourd', 'majeur', 'libéral', 'bibliothèque_am_guisanplatz', 'généreux', 'fruits', 'running_on_karma', 'enceinte', 'brassmunk', 'big', 'big:_the_musical', 'gravide', 'bjarke_ingels_group', 'orgueilleuse', 'norm_nixon', 'adulte', 'grand', 'nombreux', 'hâbleur', 'large', 'vantard', 'supérieur', 'grandement', 'corps', 'sec', 'mr._big', 'beau', 'équilibre', 'bibliothèque_de_la_place_guisan', 'orgueilleux'}
bird	{'chrome_reflection', 'mon_beau', 'oiselle', 'jupe', 'zoizeau', 'yardbird_parker', 'hou', 'aves', 'avifaune', 'repos', 'fille', 'razz', 'poupée', '9_que!!_shimokawa_mikuni_self_cover_album', 'sœur', 'ma_belle', 'gonzesse', 'birds', 'oisel', 'volaille', 'edward_bird', 'poussin', 'doigt', 'doigt_d’honneur', 'volant', 'volant_de_badminton', 'huer', 'nourrisson', 'the_bird', 'bronx_cheer', 'volatile', 'avien', 'avafauna', 'bispectral_infra-red_detection', "doigt_d'honneur", 'yardbird', 'néornithe', 'boo', 'néornithes', 'oiseaux_modernes', 'navette', 'charles_parker_jr', 'sifflement', 'charles_christopher_parker', 'oiseaux', 'oiseau_parker', 'razzing', 'oiseau', 'lady_bird', 'poule', 'mikuni_shimokawa', 'framboise', 'bébé', 'aviaire', 'jeune_fille', 'coq', 'charlie_parker', 'bird', 'minette', 'nana'}
bite	{'pseudo-chaleur', 'casse-croute', 'brûler', 'snack', 'épicé', 'encas', 'piquer', 'morsure_animale', "piqure_d'insecte", 'goûter', 'en-cas', 'mordre', 'dard', 'piquant', 'bouchée', 'chomp', 'bite', 'piqûre', 'piquante', 'morsure', 'morsures', 'aiguillon', 'collation', "bi-spécifique_des_cellules_t_d'engagement", 'casse-croûte', 'steven_hassan', 'unité_réservée', 'cep70', "hors-d'œuvre", "piqûre_d'insecte", 'morceau'}
black	{'taio_cruz', 'asiatiques', 'honteux', 'scandaleux', 'final_fight_3', 'kari_kimmel', 'science_des_couleurs', 'black_joy', "blacksummers'night", 'lightlessness', 'blackamoor', 'race', 'nègres', 'noirceur_pas', 'sensation', 'planeswalker', 'ablette', 'magic:the_gathering', 'peuple_noir', 'personne_de_race_noire', 'ébène', 'négrophilie', 'carl_sweezy', 'race_noire', 'negre', 'colourmeinkindness', 'dindon_de_norfolk,_noir', 'négro-africaine', 'négrillon', 'noirs', "magic_l'assemblée", 'teint', 'désastreux', 'obscur', 'kemet', "l'obscurité_totale", 'sombre', 'calamiteux', 'final_fight_guy', 'magic:_the_gathering', 'black_photo_corporation', 'condition_noire', 'neger', 'renoi', "chargé_d'opprobre", "noir_d'encre", 'hoto', 'hispanique', 'couleurs', 'couleur', 'black_river', 'magic_the_gathering', "magic_:_l'assemblée", 'négroïdes', 'cartes_magic', 'physique_de_la_couleur', "perception_des_couleurs_chez_l'humain", 'autres_courses', 'robe_noire_du_cheval', 'robe_noire', 'couleur_du_vin', 'noir', 'perception_des_couleurs', 'mélanodermie', 'femme_noire', 'femmes_noires', 'non-officiel', 'noircir', 'jais', 'nègre', 'shirley_temple', 'blanc', 'population_de_couleur_noire', 'achromatique', 'noirceur', 'radiation_monochromatique', 'fatal', 'black', 'négroïde', 'mélanoderme', 'black_ps2', 'paint_it', 'joseph_black', 'final_fight_one', 'afrique_noire', "magic:_l'assemblée", 'magic_:_the_gathering', 'latino', 'homme_noir', 'personne_de_couleur', 'ignominieux', 'final_fight', 'schwarz', 'teinte', 'sensation_white', 'peuples_noirs', 'catastrophique', 'colin_vearncombe', 'sensation_black', "magic_:_l'assemblee", 'déshonorant', 'noir_comme_dans_un_four', 'coloré', 'melanoderme', 'obscurité', 'contrebande', 'final_fight_cd', 'galeux', 'shirley_temple_black', 'shirley_jane_temple', 'origine_africaine', 'communauté_noire', 'inkiness'}
blood	{'hématocytes', 'sang', 'ascendance', 'kainai', 'gens_du_sang', 'kainawa', 'héritage_génétique', 'cj', 'akainai', 'sang_du_corps', 'sanglant', 'sang_humain', 'heritage', 'akainawa', 'káínawa', 'bordeaux', 'stemmate', 'vin_bordeaux', 'miko-ew', 'héritage', 'descendance', 'the_black_parade', 'vs.', 'persistence_of_time', 'râteau', 'kainai_nation', 'vignoble_de_bordeaux', 'sang_total', 'héréditaire', 'vins_de_bordeaux', 'héritage_biologique', 'blood_tribe', 'tony_shillitoe', 'tribu_de_sang', 'constituants_du_sang', 'nation_de_kainai', 'vin_de_bordeaux', 'hématologiques', 'sang_oxygéné', 'unstoppable', 'kainah', 'rakehell', 'ligne_de_sang', 'vignoble_bordelais', 'kainahs', 'débauché', 'collective_soul', 'gens-du-sang', 'welcome_to_the_black_parade', 'heredite', 'rhye', 'parenté', 'transmission_héréditaire', 'appellation_bordeaux', 'origine', 'hello_master', 'kainais', 'hérédité', 'vins_du_bordelais', 'getting_away_with_murder', 'blood', 'lignée', 'râteau_de_jardinier'}
blow	{'kesha_blow', 'merde', 'les_boules', 'racoler', 'flotter', 'contretemps', 'gaz', 'dériver', 'vanter', 'souffle', 'boum', 'coup_de_vent', 'bonbons_nez', 'siffler', 'bourrasque', 'tailler_une_plume', 'faire_un_pompier', 'choc', 'souffler', 'neige', 'neiger', 'gâcher', 'coup', 'blow', 'répandre', 'foirer', 'sucer', 'coke', 'faire_une_pipe', 'niquer', 'bouffée', 'blanche', 'saison_11_des_experts', 'jouer', 'rafale', 'tailler_une_pipe', 'prodiguer', 'dissiper', 'gaspiller', 'putain', 'fellationner', 'sonner', 'revers', 'enculer', 'fée_blanche', 'bousiller', 'coup_du_sort', 'pomper'}
body	{'groupe', 'buste', 'stypsis', 'eubstance', 'cadavériques', 'tronc', 'flanc', 'donner_forme', 'article_de_nouvelles', "atteinte_à_l'intégrité_du_cadavre", 'catsuit', 'corps_solide', 'point_pica', 'article_de_journal', 'caisse_de_résonance', 'récepteur', 'b_o_d_y', 'corps_subtil', 'dépouille', 'richard_body', 'histoire_de_nouvelles', 'carrosserie', 'dreezy', 'point', 'corps_sans_vie', 'histoire_nouvelles', 'fet', 'solide_géométrique', 'polytope', 'structure_organique', 'organe', 'cadavres', 'article', 'corps', 'point_typographique', 'teairra_maria_thomas', 'polytopes', 'carrosseries', 'cadavre', 'el_cuerpo', 'transistors_à_effet_de_champ', 'cadavérique', 'structure_physique', 'astringence', 'carrossier', 'macchabée', 'article_nouvelles', 'transistor_à_effet_de_champ', 'grille', 'solide_geometrique', 'corps_subtils', 'teairra_maria_thompson', 'cadavérisme', 'descripteurs_du_vin', 'justaucorps', 'consistance', 'article_de_presse', 'minéralité', 'polyèdre_convexe', 'mort', 'body', 'fruits', 'cialo', 'teairra_mari', 'transistor_a_effet_de_champ', 'maillot_de_corps', 'organisme', 'cadavre_humain', 'taille_point', 'organisation', 'solide', 'porte', 'costume_de_chat', 'objet_concret', 'léotard', 'macchabé', 'carcasse', 'unitard', 'objet_tangible', 'huis', 'source', 'collant', 'enveloppe_charnelle', 'cohérence', 'sec', 'best_night_of_my_life', 'restes', 'équilibre', 'drain', 'torse', 'mesfet', 'corps_physique'}
bone	{'désosser', 'fae_myenne_ng', 'def_jam', 'def_jam_records', 'ossement', 'osseuse', 'pomme', 'def_jam_recordings', 'bachoter', 'bûcher', 'écru', 'os', 'baleine', 'la_forêt_sans_retour', 'kabupaten_bone', 'potasser', 'ossements', 'os_long', 'bosser', 'subdivision_de_bône', 'perle', 'ivoire', 'osseux', 'arnold_boonen', 'def_jam_france', 'bône', 'kabupaten_de_bone', 'departement_de_bone', 'département_de_bône', 'tissu_osseux', 'bone', 'os_longs'}
brain	{'amjad_farooq_alvi', 'contenu_mental', 'spirito', 'psyche', 'ciboulot', 'bryan_"brain"_mantia', 'cerveau_des_mammifères', 'la_capacité_mentale', 'cause', 'cervelle', 'raisonnable', 'esprits', 'brain', 'dr_gang', 'encéphale', 'psychisme', 'psyché', 'intellect', 'raison', 'nous', 'cerveau_humain', 'espírito', 'klinik', 'le_cerveau', 'génie', 'tête', 'cérébral', 'circulation_du_cerveau', 'raisonnement', "la_capacité_d'apprentissage", 'brian_mantia', 'esprit_humain', 'matière_grise', 'nouç', 'cérébrale', 'bon_sens', 'abord', 'inspector_gadget_racing', 'âge_de_la_raison', 'inspecteur_gadget', 'raison_humaine', 'brainiac', 'noûs', 'banks', 'docteur_gang', 'esprit', '(c)brain', 'bryan_mantia', 'mentalité', 'cérébraux', 'cerveau'}
breast	{'buste', 'bustes', 'rototos', 'seins', 'cancer', 'cancer_de_la_mamelle', 'mamelle', 'cancer_du_sein', 'the_breast', 'poitrail', 'loloche', 'rotoplots', 'lolo', 'lolos', 'titty', 'nichons', 'thoracique', 'pectus', 'roploplos', 'nibard', 'portrait_en_buste', 'gorge', 'cancers_du_sein', 'thorax', 'viande_blanche', 'rotoplos', 'airbags', 'ronplonplons', 'unités_ducto-lobulaires', 'néné', 'roploplo', 'robert', 'poitrine', 'nibards', 'loloches', 'sein', 'cage_thoracique', 'nénés', 'torse', 'nichon', 'roberts', 'cavité_thoracique'}
breathe	{'kristof_konrad', 'colourmeinkindness', 'opus', 'funeral_for_yesterday', 'great_escape', 'respire', 'joanna_russell', 'monster_in_the_closet', 'respirer', 'time', 'discographie_de_psychic_tv', 'rester', 'émettre', 'hints_allegations_and_things_left_unsaid', 'i-empire', 'penni_russon', 'dark_side_of_the_moon', 'a_class', 'the_dark_side_of_the_moon', 'souffler', 'breathe', 'vivre', 'worship', 'music_from_the_body', '11:59', 'reposer', 'inspirer'}
broken	{'rompu', 'broken', 'faux', 'mclean', 'echo', 'humilié', 'begin', '12_stones', 'glitter_freeze', "winterheart's_guild", 'défectueux', 'saison_1_des_experts_:_miami', 'the_best_of_bruce_dickinson', 'effondré', 'the_brøken', 'cassé', 'rugueux', 'brisé', 'slow', 'welcome_to_the_drama_club', 'ms._kelly', 'rétamé', 'bouzillé', 'erroné', 'bas', 'discontinu', 'the_broken', 'plastic_beach', 'delta_machine', 'erronée'}
building	{'chantiers_de_construction', 'construction', 'chantier', 'chantier_de_construction', 'chantier_culturel', 'bâtisse', 'immeuble_de_tits', "contrat_de_construction_d'une_maison_individuelle", 'batiment', 'edilizia', 'building', 'bâtiment_public', 'construire', 'ccmi', 'maison', 'bâtiment', 'travaux_de_construction', 'projet_de_construction', 'immeuble', 'bâtiments', 'industrie_de_la_construction', 'bâtiments_publics', 'édifice'}
burn	{'bronzer', "cours_d'eau_intermittent", 'cours_d’eau', 'feu', 'super', 'burn!', 'incendier', 'piquer', 'coup_de_soleil', 'brûlure_du_troisième_degré', 'cautériser', 'cendre', 'érythème_actinique', 'coups_de_soleil', 'ruisselet', 'hamilton', 'ruisseaux', 'erythème_actinique', 'hysteria', 'piqûre', 'queimada', 'burn_papa_roach', 'incendies', 'se_brûler', 'incinérer', 'brûlures_au_troisième_degré', 'flamme_de_diffusion', 'brulure', 'brûler', 'érythème_solare', 'fc_dallas', 'brûlures', 'amont', 'trancher', 'dallas_burn', 'incendie', 'ruisseau', 'flamboyant', 'aval', 'cramer', 'burn_de_dallas', 'courant', 'flamme_de_prémélange', 'the_crow', 'bronzage', 'propagateur', 'brûlure', 'bruler', 'burn', 'second_degré_graver', 'se_consumer', "cours_d'eau", 'combustion', 'flamme', 'brûler_marque'}
