ability	{'habilidade', 'poder', 'aptidão', 'talento', 'abilidade', 'faculdade', 'capacidade', 'competência', 'habilidade_capacidade'}
ashes	{'the_perfect_element,_part_i', 'post_mortem', 'ashes'}
at	{'config.sys', 'toyota_coaster', 'transmissões_automáticas', 'btk', 'quipe', 'câmbio_automático', 'austria', 'áustria', 'próximo_a', 'república_da_áustria', '@', 'astato', 'cada', 'gatm', 'tirosina_quinase_de_bruton', 'número_atômico_85', 'ástato', 'arroba', 'at', 'câmbio_a', 'austríacos', 'astatínio', 'transmissão_automática', 'kip', 'sinal_de_arroba', 'austríaca', 'accionamento_automático', 'menos', 'câmbio_at', 'mudanças_automáticas', 'oesterreich', 'österreich', 'cambio_a', 'kipe'}
attitude	{'postura', 'rampante', 'acontecimentos', 'orientação', 'procedimento', 'comportamento_em_grupo', 'attitude', 'ângulos_de_euler', 'bad_seed', 'atuação', 'reload', 'posição', 'comportamento', 'comportamento_social', 'predisposição', 'conduta', 'comportamental', 'comportamentais', 'disposição', 'pose', 'má_apresentação', 'porte', 'tendência', 'maneira', 'predileção', 'propensão', 'mau_comportamento', 'orientação_espacial', 'inclinação', 'atitude', 'obra', 'atitude_mental'}
back	{'ráquis', 'traseiro', 'aprovar', 'meia_mosca', 'de_trás', 'coluna_espinal', 'secundar', 'às_avessas', 'prop_tighthead', 'encosto', 'marcha-à-ré', 'interior_centro', 'espinhaço', 'recuar', 'atrás', 'traseira', 'coluna_cervical', 'defesa', 'de_costas', 'zagueiros', 'posições_do_raguebi', 'vertebral', 'fundo', 'dorso', 'espaldar', 'zagueira', 'back', 'terceira-linha', 'apoiar', 'terceira_linha', 'capa', 'lateral-esquerdo', 'posições_do_râguebi', 'raque', 'flyhalf', 'espinha_dorsal', 'vértebras', 'defesa-central', 'lateral-direito', 'costas', 'de_volta', 'encadernação', 'defesa_central', 'fazer', 'lombada', 'defensor', 'zagueiro', 'espinha', 'lombo', 'trás', 'fullback', 'encadernação_de_livros', 'quarto_zagueiro', 'defesa-esquerdo', 'coluna_vertebral', 'revés', 'posterior', '백', 'coluna', 'zagueiro_central', 'primeira_de_cinco_oitavo', 'rabo', 'reverso', 'centro_fora', 'para_trás', 'dos_fundos', 'costa', 'volta', 'defesa-direito', 'b.a.c.k.', 'marcha', 'beque'}
bad	{'nocivo', 'prejudicial', 'royce_da_5\'9"', 'bad', 'forjado', 'forte', 'falso', 'errado', 'grande', 'maldoso', 'maldade', 'big_audio_dynamite', 'podre', 'perigoso', 'inseguro', 'estragado', 'mau', 'defeituoso', 'maleficência', 'ruindade', 'ruim', 'terrível', 'mal', 'bcl-2_associada_ao_promotor_da_morte', 'bad_world_tour'}
bag	{'saca', 'bagful', 'bolsas', 'multiconjunto', 'sacola_de_plástico', 'úbere', 'feiosa', 'roubar', 'valise', 'saco', 'valisa', 'bag', 'ubre', 'carteira', 'multisets', 'furtar', 'tirar', 'saco_de_papel', 'xícara_de_chá', 'empacotar', 'saco_de_viagem', 'bolsa', 'mala_de_mão', 'seleção_com_repetição', 'multiset', 'ensacar', 'malote', 'mala', 'maleta', 'petisco', 'base', 'saco_velho', 'feia', 'estupor', 'sacola'}
ball	{'campo', 'balaço', 'john_ball', 'bolear', 'esfera', 'colhões', 'ballock', 'bola_de_tênis', 'teste', 'bala_de_mosquete', 'bolas_de_tênis', 'saco', 'bola_de_futebol_americano', 'bola_de_ténis', 'zona_de_ataque', 'círculo', '2-esfera', 'grupo', 'esférica', 'globo', 'óvulo', 'bola', 'bala', 'wilfred_williams_ball', 'bagos', 'futebol', 'lucille_désirée_ball', 'projétil_balístico', 'torrão', 'bola_fechada', 'pelota', 'bola_aberta', 'hemisférica', 'balas', 'monorquidismo', 'bola_de_futebol', 'globosa', 'gónada', 'ovo', 'testicular', 'testículo', 'tomate', 'glob', 'lucille_ball', 'projetil_balístico', 'ovos', 'ball', 'esfera_para_rolamento', 'orbe', 'colhão', 'testículos', 'baile', 'pedaço', 'besteira', 'culhão'}
bar	{'barra', 'barg', 'bonaventure_de_bar', 'tabernas', 'balcão', 'tocar_em_casa', 'patronímica', 'boteco', 'barras_de_compasso', 'prevenção', 'banco_de_areia', 'medição', 'trancar', 'hotelaria', 'patronímicos', 'metrologia', 'bancos_de_areia', 'advocatus', 'public_house', 'profissão_de_advogado', 'milibar', 'rio_bar', 'browning_espingarda_automática', 'taphouse', 'medida', 'tasca', 'taverna', 'casa_de_vinhos', 'compasso_quaternário', 'pub', 'risca', 'casa_pública', 'cercar_com_blocos', 'receptor_beta-2', 'casas_públicas', 'praia_barreira', 'moinho_de_gin', 'antivari', 'sinal_pub', 'austro_bávaro', 'bávaro', 'taberna', 'beta-2_adrenérgico', 'pérez', 'barricar', 'cardumes', 'proibir', 'foobar', 'bar', 'bares', 'beta-2_receptor', 'listra', 'banco', 'receptor_x_farnesoid', 'excluir', 'comunidade_jurídica', 'expulsar', 'tapar', 'mbar', 'patrynomic', 'torneira_cervejaria', 'milibares', 'nr1h4', 'barrar', 'risco', 'língua_bávara', 'obstruir', 'pousada_país', 'fórmula_de_compasso', 'idioma_bávaro', 'bloquear', 'pub_grub', 'compasso', 'taberneiro', 'compasso_binário', 'austro-bávaro', 'cervejaria', 'cardume', 'ocluir', 'peres', 'patronímico', 'entupir', 'traço', 'goleiro_saloon', 'o_bar_da_tv', 'microbar', 'profissões_ligadas_à_justiça', 'adrb2', 'ginmill', 'foo', 'estaminé'}
bark	{'sturmovik', 'barca', 'ladrar', 'felema', 'periderme', 'suberoso', 'latir', 'ilyushin_il-2_sturmovik', 'cortiça', 'bradar', 'casca', 'latido', 'il-2', 'casca_de_árvore', 'bark', 'tecido_suberoso', 'vociferar', 'súber', 'ilyushin_il-2', 'ladrido'}
bear	{'amochar', 'experimentar', 'aturar', 'mike_brown', 'leicenço', 'sustentar', 'nascido', 'pagar', 'levar', 'tu-95', 'exercer', 'portar', 'paul_hoffman', 'esperar', 'webelos', 'aguentar', 'agonizar', 'conter-se', 'lidar', 'assumir', 'transigir', 'pôr_no_mundo', 'ter', 'ursidae', 'apoiar', 'reprimir-se', 'nascença', 'agüentar', 'aparar', 'produzir', 'dar_à_luz', 'nascer', 'carregar', 'vestir', 'parir', 'ursos', 'possuir', 'comportar', 'trazer', 'tupolev_tu-95', 'manter', 'dar_a_luz', 'admitir', 'compreender', 'curtir', 'nascida', 'prestar', 'penar', 'padecer', 'gramar', 'compadecer', 'transportar', 'baixista', 'tragar', 'resistir', 'ursídeo', 'ursídeos', 'sofrer', 'conter', 'ficar', 'dar', 'tolerar', 'amargar', 'ursine', 'confranger', 'receber', 'consentir', 'acomodar-se', 'tu-95_bear', 'urso', 'engolir', 'bear', 'fazer', 'suportar', 'digerir', 'aceitar', 'tu-95_bear_tupolev', 'ursa', 'tupolev_tu-95_bear', 'comunidade_urso', 'comportar-se', 'coadunar-se', 'sobrelevar', 'mercado_em_baixa', 'incluir', 'aguardar', 'passar', 'segurar', 'esmoer', 'condescender'}
beat	{'batida', 'pulsar', 'frequência_de_batimento', 'batimento', 'esmagar', 'latejo', 'verso_quantitativo', 'métrica_poética', 'batimentos', 'medidor_quantitativa', 'agitar', 'batucar', 'vencer', 'ganhar', 'octossílabo', 'métrica', 'superar', 'atordoar', 'queimar', 'oriundo_da_classe_média', 'ritmo_musical', 'rodada', 'ritmos', 'metro', 'ritmo', 'palpitação', 'tempo', 'ultrapassar', 'jet_grind_radio', 'beat', 'bater_repetidamente', 'pulso', 'etapa', 'off-beat', 'batida_de_coração', 'derrotar', 'medida', 'picar', 'ronda', 'bater', 'jet_set_radio', 'sáfico', 'rítmica', 'siteswap', 'golpear', 'unidade_rítmico', 'beatnik', 'pulsação'}
because	{'pois', 'por_causa_de', 'já_que', 'because', 'devido_a', 'que', 'porque'}
bed	{'filão', 'canteiro', 'cair_no_sono_aos_poucos', 'leito_de_estiagem', 'montar', 'jazigo', 'deitar-se_na_cama', 'foder', 'leito_de_rio', 'bed', 'cama', 'calceteiro', 'binge', 'compulsão_alimentar', 'copular', 'calha', 'leito', 'conhecer', 'estrato', 'banco', 'leitos_de_rios', 'leito_do_riacho', 'leito_de_inundação', 'transar', 'leito_aparente', 'veio', 'fundo', 'trepar', 'camada', 'transtorno_da_compulsão_alimentar_periódica', 'leito_aquático', 'pinar', 'capa', 'costura', 'camas', 'streambed', 'comer', 'meter', 'leito_rio'}
beer	{'ale_verdadeira', 'indústria_cervejeira', 'cerveja_ale', 'cerveja', 'ale', 'cajibrina', 'cerveja_inglesa', 'beer', 'cerveja_inglêsa', 'cervejas'}
belly	{'abdome', 'belly', 'abdómen', 'abdômen', 'barriga', 'tronco', 'abdomens', 'abdomem', 'músculos_abdominais', 'abdômen_humano', 'ventre', 'estômago', 'abdominais', 'abdomen', 'pança'}
big	{'liberal', 'maior', 'forte', 'proeminente', 'vanglorioso', 'crescido', 'generoso', 'importante', 'vangloriosa', 'big', 'seco', 'daai_zek_lou', 'grande_coração', 'desinteresseiro', 'terrível', 'bjarke_ingels_group', 'mineralidade', 'ilustre', 'magnificente', 'desapegado', 'dadivoso', 'equilíbrio', 'magnânimo', 'nobre', 'adulto', 'bondoso', 'stypsis', 'grandemente', 'clemente', 'mãos_largas', 'desinteressado', 'corpo', 'quero_ser_grande', 'grande', 'frutas', 'grávida', 'presenteador', 'norm_nixon', 'magnífico', 'desprendido', 'pródigo', 'altruísta'}
bird	{'charlie_parker', 'charles_parker', 'peteca', 'docinho_belo', 'anatomia_das_aves', 'a_organização_externa_das_aves', 'vaiar', 'charles_christopher_parker', 'dedo', 'o_dedo', 'alegria_bronx', 'garota', 'avifauna', 'aves', 'pássaro_parker', 'pena', 'pássaros', 'boneca', 'fim_do_sonho', 'banana', 'rapariga', 'mulher', 'charlie_parker_jr', 'edward_bird', 'avafauna', 'miúda', 'franguinha', 'roosting', 'meretriz', 'yardbird_parker', 'razz', 'bird', 'razzing', 'gata', 'passarinhos', 'volante', 'ave', 'rabo-de-saia', 'menina', 'pássaro', 'bela', 'moça', 'charles_parker,_jr.', 'galo', 'shimokawa_mikuni', 'mikuni_shimokawa', 'brasa'}
bite	{'aguilhoada', 'picadura', 'cep70', 'fragmento', 'mordedura', 'mordida', 'picadela', 'intensidade', 'picada', 'picar', 'trincar', 'morder', 'picante', 'estocada', 'merenda', 'pungente', 'picada_de_inseto', 'bocado', 'pungência', 'bocada', 'lançada', 'chomp', 'porção', 'mordidas', 'bi-específico_engager_de_células_t', 'comidinha', 'queimar', 'steven_hassan', 'pedaço', 'lanche', 'petisco', 'ferroada', 'gota'}
black	{'mulher_negra', 'cor', 'escuridão_de_breu', 'taio_cruz', 'carl_sweezy', 'brancos', 'negra', 'hostil', 'negridão', 'magicthegathering', 'color', 'latino', 'shirley_temple', 'kari_kimmel', 'negros', 'escuridão_total', 'negróide', 'tez', 'ascendência_africano', "blacksummers'night", 'desastroso', 'vergonhoso', '█', 'homem_negro', 'escuridão', 'negróides', 'negro', 'enegrecer', 'final_fight:_streetwise', 'colin_vearncombe', 'outras_raças', 'coloração', 'infame', 'pessoa_negra', 'ciência_da_cor', 'escuro', 'as_mulheres_negras', 'hispânico', 'preto', 'negroide', 'catastrófico', 'pálida', 'black', 'magic_the_gathering', 'inkiness', 'atro', 'negror', 'belger', 'cor_de_um_corpo', 'povo_negro', 'afrodescendente', 'final_fight', 'asiáticos', 'anexo:lista_de_cartas_banidas_e/ou_restritas_de_magic:_the_gathering', 'magic,_the_gathering', 'torpe', 'planeswalker', 'monstros_magic', 'lightlessness', 'desgraçado', 'negrura', 'black_filme', 'shirley_temple_black', 'negro_africano', 'skol_sensation', 'comunidade_negra', 'cor_preta', 'joseph_black', 'final_fight_tough', 'cromático', 'cores', 'ignominioso', 'escalvado', 'final_fight_3', 'obscuro', 'sombrio', 'sensation', 'magic:_the_gathering', 'afro-descendente', 'lista_de_cartas_banidas_e/ou_restritas_de_magic:_the_gathering', 'pretos', 'metro_city'}
blood	{'the_black_parade', 'the_end.', 'collective_soul', 'filiação', 'prosápia', 'linhagem', 'aniagem', 'tecido_sanguíneo', 'blood', 'bordeaux', 'casta', 'procedência', 'serapilheira', 'herança_biológica', 'hematológicos', 'família', 'hereditária', 'linha_de_sangue', 'raça', 'lay_down', 'parentela', 'corrente_sangüínea', 'estirpe', 'vs.', 'hereditário', 'ascedência', 'estema', 'parentesco', 'origem', 'vinho_bordeaux', 'corrente_sanguínea', 'ascendência', 'sangue', 'ramo', 'transmissão_genética', 'vinho_de_bordeaux', 'sangue_oxigenado', 'composição_do_sangue', 'sangue_humano', 'estroina', 'vinho_de_bordéus', 'hereditariedade', 'descendência', 'rakehell', 'getting_away_with_murder', 'cepa', 'herança_genética', 'bordéus', 'persistence_of_time', 'linha', 'take_me', 'elementos_figurados', 'características_hereditárias', 'genealogia'}
blow	{'arruinar', 'gabar', 'brasoar', 'prosápia', 'presumir', 'impacto', 'borrar', 'mamar', 'derivar', 'rabanada', 'ostentar', 'porrada', 'blow', 'vagar', 'pairar', 'meter_os_pés_pelas_mãos', 'brasonar', 'estragar', 'neve', 'desperdiçar', 'queimar', 'soprar', 'flutuar', 'choque', 'bufar', 'perder', 'fazer_besteira', 'nadar', 'bazófia', 'fanfarrice', 'gabar-se', 'trabalhar_mal', 'foder_tudo', 'profissão_de_risco', 'fanfarrear', 'vangloriar-se', 'assoprar', 'fazer_às_pressas', 'sopro', 'ventania', 'revés', 'rajada', 'csi:_crime_scene_investigation', 'jactar-se', 'ostentação', 'estourar', 'vaidade', 'fundir', 'coca', 'doces_nariz', 'blasonar', 'bofar', 'estrondo', 'alardear', 'golpe'}
body	{'artigo_de_jornal', 'linga_sharira', 'fet', 'ruína', 'estrutura_física', 'duplo_etérico', 'consistência', 'restos_mortais', 'soundbox', 'grupo', 'linga_sharîra', 'artigo_de_periódico', 'politopos', 'macacão', 'body', 'uma_notícia', 'malha', 'eubstance', 'polítopo', 'carroçarias', 'equilíbrio', 'associação', 'stypsis', 'enchido', 'técnica_de_redação', 'unitard', 'transistor_de_efeito_de_campo', 'tamanho_ponto', 'frutas', 'corpo_sutil', 'transístor_de_efeito_de_campo', 'collant', 'notícia', 'corpo_morto', 'porta', 'artigo', 'catsuit', 'falecido', 'corpo_físico', 'corpos', 'morto', 'corporação', 'teairra_marí', 'cadáveres', 'transistores_de_efeito_campo', 'linga_sarira', 'agremiação', 'ponto', 'carroçaria', 'credor', 'auto_corpo', 'carcaça', 'seco', 'personificar', 'coerência', 'politopo', 'despojo', 'mineralidade', 'figura_sólida', 'corpo_humano', 'carrocerias', 'estrutura_orgânica', 'corpo_extenso', 'comunidade', 'receptor', 'corpo', 'construtora_de_carroçarias', 'torso', 'viscosidade', 'bodysuit', 'coachbuilder', 'portão', 'cadáver', 'terno_do_gato', 'cooperativa', 'carroceiro', 'defunto', 'transistor_de_efeito_campo', 'finado', 'carroceria', 'tronco', 'organismo', 'terno_do_corpo', 'dreezy', 'de_efeito_de_campo_transistor', 'presunto'}
bone	{'ósseo', 'ossículos', 'tipos_de_ossos', 'bone', 'ossículos_do_ouvido', 'tecido_ósseo', 'óssea', 'def_jam', 'marfim', 'osso', 'osteogênese', 'ossada', 'marrar', 'def_jam_recordings', 'def_soul', 'ossos', 'ossadas', 'pérola', 'arnold_boonen', 'quase_branco', 'ossículo', 'desossar'}
brain	{'agudeza', 'mente', 'brain', 'atirar_na_cabeça', 'cabeça', 'mente_humana', 'gênio', 'agudez', 'intelecto', 'capacidade_mental', 'mentalidade', 'razão', 'psique', 'inspetor_bugiganga', 'racionalidade', 'pensamento_racional', 'bryan_mantia', 'razões', 'cérebro', 'compreensão', 'raciocínio', 'cérebro_dos_mamíferos', 'inspector_gadget', 'capacidade_de_aprendizagem', 'bryan_"brain"_mantia', 'conteúdo_mental', 'nous', 'entendimento', 'ponderar', 'gênia', 'brainpower', 'génio', 'psíquico', 'banks', 'encéfalo', 'crânio', 'brian_mantia', 'brainiac', 'inteligência', 'função_cerebral'}
breast	{'seio', 'mama', 'peito', 'cancro_dos_seios', 'cancer_de_mama', 'cancro_da_mama', 'torácica', 'câncer_de_mama', 'câncer_dos_seios', 'cancro_de_mama', 'câncer_da_mama', 'pectus', 'cancro_mamário', 'carcinoma_da_mama', 'mamas', 'torax', 'the_breast', 'carne_branca', 'caixa_pulmonar', 'colo', 'peitos', 'seios', 'caixa_torácica', 'titty', 'teta', 'busto', 'tórax'}
breathe	{'music_from_the_body', 'i-empire', 'dark_side_of_the_moon', 'time', 'breathe', 'worship_god', 'the_dark_side_of_the_moon', 'inalar', 'vomitar', 'opus', 'a_class', 'kristof_konrad', 'o_monstro_do_armário', 'descadastrar', 'respirar', 'music_from_"the_body"', 'funeral_for_yesterday', 'dar', '11:59', 'eu_posso_te_sentir', 'monster_in_the_closet', 'aspirar', 'exalar', 'espirar', 'inspirar', 'cadastrar'}
broken	{'echo', 'acidentado', "winterheart's_guild", 'áspero', 'defeituoso', 'plastic_beach', 'baixo', 'quebrado', 'derrotado', 'erróneo', 'errôneo', 'delta_machine', '12_stones', 'broken_movie', 'partido', 'the_best_of_bruce_dickinson', 'ms._kelly', 'broken', 'perplexo'}
building	{'edifícios', 'prédios', 'edifícios_públicos', 'construção', 'ereção', 'trabalho_de_construção', 'feitura', 'edificio', 'prédio', 'edificação', 'construção_civil', 'fabricação', 'ramo_imobiliário', 'construções', 'projeto_de_construção', 'edifício', 'imóvel', 'prédio_comercial', 'indústria_construção', 'casa', 'construção_mamas'}
burn	{'crestar', 'carburar', 'lavareda', 'fervor', 'segundo_grau_gravar', 'ribeiro', 'fluxo_intermitente', "curso_d'água", 'ribeira', 'eritema_solare', 'excitar', 'queimadura_solar', 'labaredas', 'queimaduras_de_terceiro_grau', 'conflagrar', 'queimadura', 'levar_ao_rubro', 'comburir', 'pirar', 'chamas', 'córregos', 'lume', 'riacho', 'queimadura_do_sol', 'afoguear', 'queimadura_de_terceiro_grau', 'fc_dallas', 'incêndio', 'incêndios', 'bronzeado', 'causticar', 'bronze', 'labareda', 'cauterizar', 'fogueira', 'ruisseau', 'queimar', 'esturrar', 'exaltação', 'ribeirão', 'incendiar', 'football_club_dallas', 'escaldar-se', 'ardente', 'lava', 'queimar-se', 'fogo', 'faísca', 'queimaduras', 'escaldar', 'gastar', 'atear_fogo', 'queimaduras_solares', 'burn!', 'queimadura_de_segundo_grau', 'pelar', 'corrente', 'abrasar', 'córrego', 'ardor', 'luzeiro', 'queimada!', 'chamariz', 'picar', 'esturricar', 'assar', 'arder', 'regato', 'queimação', 'burn', 'queimar_marca', 'língua-de-fogo', 'chama', 'flama', 'ígneo', 'fulgor', 'curso_de_água', 'bronzear', 'dallas_burn', 'incinerar', 'calcinar', 'hamilton', 'cursos_de_água'}
business	{'negociante', 'ocupação', 'setor_empresarial', 'organização_empresarial', 'linha_de_negócio', 'business', 'organizações_empresariais', 'empresas_em_fase', 'cliente', 'serviço', 'empresa_comercial', 'sistema_de_negócios', 'empresas_lei', 'mímica', 'ato', 'comerciante', 'empresas', 'emprego', 'função', 'vaga', 'clientela', 'problema', 'setor_de_negócios', 'profissão', 'contratantes_independentes', 'empresário_em_nome_individual', 'empresa', 'ofício', 'negócio', 'negócios', 'day_job', 'comércio', 'trabalho', 'linha_de_trabalho', 'assunto', 'rota_de_negócios', 'ciências_empresariais', 'lugar', 'freguesia', 'lob', 'contratante_independente'}
camera	{'câmera_de_televisão', 'câmera_fotográfica', 'câmara_fotográfica', 'câmara_de_televisão', 'câmera', 'câmera_de_tv', 'câmera_de_filme', 'camera', 'câmara', 'câmara_de_vídeo', 'câmeras', 'câmera_de_vídeo_profissional', 'máquina_fotográfica', 'máquina_de_filmar', 'the_back_room', 'câmera_de_cinema'}
carefully	{'preocupação', 'de_forma_cautelosa', 'cuidadosamente', 'com_cuidado', 'cautelosamente', 'ansiedade', 'com_cautela', 'problema'}
challenge	{'contraditar', 'discutir', 'altercar', 'questionar', 'contestar', 'conquista', 'repto', 'desafio', 'impugnar', 'contrariar', 'contradizer', 'de_desafio-resposta', 'argumentar', 'provocar', 'desafiar', 'desafio-resposta'}
charity	{'beneficência', 'caeruleum_polemonium', 'doação', 'entendimento', 'organizações_de_caridade', 'amor_fraternal', 'instituições_filantrópicas', 'instituição_filantrópica', 'charity', 'organização_de_caridade', 'caridade_pública', 'organização_caridade', 'entidade_filantrópica', 'polemonium_van-bruntiae', 'instituições_de_caridade', 'polymonium_caeruleum_van-bruntiae', 'caritativa', 'polemonium_caeruleum', 'status_de_caridade', 'compaixão', 'caridade'}
charming	{'que_tem_efeito_extraordinário', 'mágico', 'cativante', 'charming'}
child	{'pequenito', 'infância', 'juvenil', 'tiddler', 'rapaz', 'criancinha', 'filha', 'miúdo', 'menor', 'finório', 'crianço', 'guri', 'puto', 'filhas', "l'enfant", 'garoto', 'infantil', 'pré-púberes', 'filho', 'pequenino', 'balbucio', 'herdeiro', 'a_criança', 'gaiato', 'menores_de_idade', 'criançola', 'elias_childe', 'menino', 'descendente', 'pequerrucho', 'criança', 'criatura', 'bebês', 'frite', 'pequeno', 'menina', 'crianças', 'espertalhão', 'jovem', 'petiz'}
clothes	{'pulôver', 'indústria_vestuário', 'traje', 'vestidura', 'apetrechos', 'trajo', 'roupa', 'roupas', 'abaetar', 'moda_feminina', 'hábito', 'indumentária', 'vestuário', 'veste', 'vestimenta', 'indumento', 'vestido', 'paramentos', 'wearable', 'artigo_de_roupa', 'fato', 'copa', 'compostura', 'confecção', 'vestiaria'}
cloud	{'nuvem_pública', 'cloud_strife', 'nublado', 'manchar', 'esconder', 'encobrir', 'estratiforme', 'computação_em_nuvem', 'kiba', 'nuvem', 'cloud', 'infra-estrutura_como_serviço', 'swarming', 'computação_nas_nuvens', 'serviço_nuvem', 'formação_de_nuvens', 'macular', 'nuvens', '☁', 'nuvem_de_hospedagem', 'the_cloud', 'turma', 'cloud_computing', 'enxame', 'informática_em_nuvem', 'nuvem_computacional', 'cumuliforme'}
cockroach	{'subordem_blattodea', 'subordem_blattaria', 'blatário', 'blattaria', 'blata', 'baratas', 'blattodea', 'barata', 'carocha', 'cockroach'}
code	{'código_de_computador', 'codificação', 'código_secreto', 'código_de_leis', 'códigos', 'criptografar', 'encriptar', 'escrita_secreta', 'codificada', 'chave', 'programar', 'cifrar', 'código', 'codificacao', 'agendar', 'codificar', 'codificação_jurídica'}
cold	{'cold/erm', 'craig_david', 'gélido', 'nicole_elikolani_prescovia_scherzinger', 'dpoc', 'doença_pulmonar_obstrutiva_crônica', 'gripe', 'baixa_temperatura', 'gelado', 'cold', 'desumano', 'resfriado', 'frieza', 'nicole_elikolani_prescovia_valiente_scherzinger', 'de_sangue-frio', 'gripa', 'a_sangue_frio', 'nobody_can_change_me', 'briol', 'nicole_scherzinger', 'inumano', 'resfriados', 'pretty', 'distante', 'frio', 'velho', 'constipação_comum', 'bronquite_crónica', 'pink_puffer', 'nicole_sherzinger', 'fria', 'nasofaringite', 'resfriado_comum', 'constipação', 'computer_output_to_laser_disc', 'doença_pulmonar_obstrutiva_crónica'}
