body	cos	Match	['cos_subtil', 'mida_en_punts', 'carrosseries', 'transistor_defecte_camp', 'leotard', 'article_periodístic', 'equilibri', 'article', 'transistors_defecte_de_camp', 'cos_físic', 'sòlid_geomètric', 'transistor_defecte_de_camp', 'porta', 'punt_tipogràfic', 'tors', 'cadàvers', 'catsuit', 'reportatge', 'mineralitat', 'caixa_de_ressonància', 'mallot', 'politopo', 'transistor_d’efecte_camp', 'stypsis', 'politopos', 'bodi', 'comunitat', 'cos_sòlid', 'vestit', 'fruites', 'carrosser', 'corporació', 'sec', 'fet', 'cos', 'politop', 'astrigència', 'cadàver', 'notícia', 'mort', 'associació', 'punt', 'restes', 'leotards', 'transistors_defecte_camp', 'unitard', 'estructura_física', 'notícies_història', 'body', 'text', 'estructura_orgànica', 'teairra_marí', 'defecte_de_camp_transistor', 'receptor', 'vestit_de_cos', 'gat_vestit', 'eubstance', 'carrosseria', 'polítop', 'punt_didot', 'tronc', 'consistència']
brain	cervell	Match	['psíquic', 'banks', 'racionalitat_pràctica', 'ment_humana', 'genialitat', 'crack', 'contingut_mental', 'raonament', 'encèfal', 'capacitat_mental', 'intel·ligència', 'cap', 'brain', 'enteniment', 'intel_·_lecte', 'ment', 'inspector_gadget', 'bryan_mantia', 'còrtex', 'raonable', 'einstein', 'geni', 'racionalitat', 'cerebral', 'funció_cerebral', 'la_capacitat_daprenentatge', 'raó', 'brainiac', 'capacitat_intel_·_lectual', 'facultat_de_lordre', 'cervell_dels_mamífers', 'psique', 'linspector_gadget', 'cervell', 'intel·lecte', 'cortex', 'teoria_de_la_raó', 'nous']
broken	trencat	Match	['violat', 'interromput', 'ms_kelly', 'trencat', '12_stones', 'winterhearts_guild', 'plastic_beach', 'incomplert', 'defectiu', 'baix', 'the_best_of_bruce_dickinson', 'humiliat', 'trencats', 'echo', 'delta_machine', 'erroni', 'espatllat', 'incorrecte', 'broken', 'defectuós']
building	edifici	Match	['edificis_públics', 'projecte_de_construcció', 'immoble', 'edificació', 'indústria_de_la_construcció', 'edificacions', 'construcció_dedificis', 'construir', 'construcció', 'castell_de_centelles', 'edifici_públic', 'edifici', 'edificis']
burn	cremar	Match	['cremarse', 'fc_dallas', 'brusar', 'ardor', 'cauteritzar', 'corrent_intermitent', 'eritema_solars_i', 'football_club_dallas', 'cremades', 'cursos_daigua', 'flama', 'consumirse', 'flamarada', 'rieres', 'corrent_daigua_intermitent', 'flamejant', 'burn', 'curs_daigua', 'picar', 'abrusarse', 'cremades_de_segon_grau', 'cremada', 'foc', 'cremor', 'rostir', 'corrent', 'cremada_de_primer_grau', 'eritema_solar', 'rierols', 'crema', 'embrunirse', 'riera', 'diu', 'abrasar', 'tallarse', 'cremar', 'ruisseau', 'recremar', 'mossegarse', 'cremada_de_tercer_grau', 'dallas_burn', 'cremar_marca', 'bronzejarse', 'incendis', 'abrusar', 'torrar', 'rostirse', 'cremada_de_segon_grau', 'cremades_de_tercer_grau', 'incendiar', 'bronzejat', 'rierol', 'cremades_solars', 'queimada', 'brillar', 'colrarse', 'incinerar']
business	negocis	Match	['client', 'sector_empresarial', 'contractistes_independents', 'sistema_de_negocis', 'parròquia', 'empresa', 'business', 'negocis_preocupació', 'amb_fins_de_lucre', 'empresa_comercial', 'ocupació', 'clientela', 'joc_escènic_secundari', 'contractista_independent', 'negocis', 'clients', 'negoci', 'assumpte', 'vacant', 'línia_de_treball', 'etapa_empresarial', 'treball', 'organització_empresarial', 'tasca', 'empresa_adherida', 'empreses', 'ruta_comercial', 'negoci_de_lempresa']
camera	càmera	Match	['pel_·_lícules_a_la_cambra', 'the_back_room', 'càmera_cinematogràfica', 'càmara_de_televisió', 'càmera_de_televisió', 'càmara_de_vídeo', 'càmera_de_filmar', 'càmera_de_cine', 'càmeres', 'càmera_de_vídeo_professional', 'càmera_de_cinema', 'càmera', 'tv_càmera', 'càmera_de_tele', 'camera', 'càmera_fotogràfica']
carefully	acuradament	Match	['tribulació', 'problema', 'atentament', 'inquietud', 'maldecap', 'aflicció', 'acuradament', 'angoixa', 'preocupació']
challenge	desafiament	Match	['desafiament', 'autenticació_desafiamentresposta', 'desafiamentresposta', 'the_challenge', 'desafiar', 'reptar', 'recusar', 'repte', 'impugnar', 'challenge', 'recompensa']
charity	benèfica	Found close match: ['beneficència', 'entitat_benèfica']	['comprensió', 'entitat_benèfica', 'caritat_pública', 'organització_caritat', 'compassió', 'caritat', 'polemonium_vanbruntiae', 'polemonium_caeruleum', 'polymonium_caeruleum_vanbruntiae', 'estatus_caritatiu', 'charity', 'amor_fraternal', 'beneficència', 'benèfica_registrada', 'organitzacions_caritatives']
charming	malhumorat	Incorrect	['encantador', 'màgic']
clothes	roba	Match	['vestimenta', 'indumentària', 'roba', 'peces_de_vestir', 'vestir', 'habiliment', 'roba_de_dona', 'robes', 'vestit', 'peça_de_vestir', 'usable']
cockroach	insectívora	Not found	[]
code	codi	Match	['xifrar', 'codi_de_lleis', 'planificar', 'codi_informàtic', 'programar', 'codi', 'codi_de_la_llei', 'codificació', 'piratejar', 'encriptar', 'codis', 'clau', 'codificar', 'codificada']
collection	col·leccions	Found close match: ['col·lecció', 'collection', 'col_·_leccions_dart']	['hawkwind', 'empresa_de_cobraments', 'col·lecció', 'col_·_leccions_dart', 'col·lecció_editorial', 'assemblatge', 'akon', 'agregació', 'col·lecció_de_llibres', 'col_·_lecció', 'composició_dobjectes', 'muntatge', 'compilació', 'cobrament_defectiu', 'col·lecta', 'cobrador_de_deutes', 'cobrament_de_deutes', 'joe_sample', 'compendi', 'cúmul', 'col_·_lecció_dart', 'paquets_de_productes', 'collection', 'collita', 'the_charlatans', 'paquet', 'recollida', 'the_offspring_collection', 'conjunt', 'contenidor', 'recol_·_lecció', 'sèrie_de_llibres', 'acumulació', 'arreplec', 'recaptació_defectiu']
computer	ordinador	Match	['calculadora', 'música_per_ordinador', 'computació_màquina', 'ordinador_electrònica', 'equip_informàtic', 'sistemes_informàtics', 'computadors_humans', 'computadora', 'dispositiu_informàtic', 'ordinadors', 'ordinador_de_propòsit_general', 'sistema_computacional', 'ciència_de_la_computació', 'sistema_de_processament_dinformació', 'equip_humà', 'el_processador_de_dades', 'computació_digital', 'computador', 'computació', 'calculadora_humana', 'informàtica_musical', 'sistema_informàtic', 'estimador', 'música_generada_per_ordinador', 'processador', 'ordinador_remot', 'estimador_estadístic', 'figurer', 'ordinador', 'computador_humà', 'computadores', 'calculador', 'computadores_digitals']
construction	construcció	Match	['model', 'projecte_de_construcció', 'runescape', 'interpretació_constitucional', 'expressió', 'construcció_gramatical', 'indústria_de_la_construcció', 'construcció_dedificis', 'construir', 'estructura', 'castell_de_centelles', 'síntesi_mental', 'construcció', 'interpretació_judicial']
cook	cook	Match	['formar', 'cuinar', 'xefs', 'james_cook', 'preparar', 'mestres_de_cuina', 'captain_cook', 'cuinera', 'xef_posada', 'falsificar', 'guisar', 'el_capità_james_cook', 'tergiversar', 'cuiner_de_menjar_ràpid', 'frederick_cook', 'crear', 'xef', 'bullir', 'cook', 'sousxef', 'falsejar', 'capità_cook', 'cuiner_poc_temps', 'cuiner', 'xef_executiu', 'confeccionar', 'coure']
counting	recompte	Found close match: ['compte', 'comptar', 'comptant']	['compte', 'sistema_numeral', 'sistema_de_numeració', 'còmput', 'càlcul', 'comptar', 'enumeració', 'comptant', 'llista', 'numeració']
crazy	caçafantasmes	Incorrect	['boig', 'looney', 'famous_last_words', 'insanitat', 'tocat_de_lala', 'crazy', 'usher', 'alienació_mental', 'pirat', 'dement', 'bogeria', '(you_drive_me)_crazy', 'desequilibrat', 'the_red_album', 'sonat', 'because_of_you', 'playing_with_fire', 'loca', 'malalt_mental', 'tipus_estrany', 'trastocat', 'guillat', 'follia', 'erika_jayne', 'tocat_del_bolet', 'insània']
damage	danys	Match	['dany', 'equip_víctima', 'espatllar', 'damage', 'trencar', 'destrossa', 'danyar', 'degenerar', 'deteriorarse', 'preu', 'preus', 'nivell_de_preus', 'marcir', 'espatllarse', 'dany_legal', 'deteriorar', 'mal', 'import', 'perjudici', 'degenerarse', 'avariar', 'danys', 'desfigurar']
dance	dansa	Match	['ballarins', 'danses', 'dansa', 'ballarí', 'música_dance', 'hilo', 'ball', 'dancé', 'dansar', 'waterloo', 'ballarines', 'ballarina', 'dance', 'ballar', 'música_de_ball', 'postdisc', 'postdisco', 'festa_ball', 'oliver_heldens']
dangerous	perillós	Match	['riscós', 'dangerous', 'perillosos', 'perillós', 'arriscat', 'sever', 'atzarós', 'its_hard', 'seriós', 'greu']
deceive	enganyar	Not found	[]
dedication	dedicació	Match	['devoció', 'compromís', 'dedication', 'consagració', 'dedicació', 'dedicatòria', 'entrega']
deliberately	intencionadament	Match	['intencionalment', 'expressament', 'intencionadament', 'deliberadament']
delivery	transferència	Found close match: ['transferència_legal', 'ocurrència']	['transport_terrestre', 'transport_marítim', 'subministrament', 'jocós', 'mitjans_de_transport', 'indústria_transport', 'alliberament', 'preservació', 'mitjà_de_transport', 'naixença', 'transport', 'delivery', 'entrega', 'manera_de_parlar', 'maternitat', 'vehicle', 'jocosa', 'rescatar', 'comunicacions_i_transports', 'repartiment', 'blade_the_series', 'acudits', 'distribució', 'lliurament_a_domicili', 'treball_de_part', 'sortida', 'portant', 'part', 'infraestructura_de_transport', 'llançament', 'ocurrència', 'part_obstètric', 'transferència_legal', 'agudesa', 'acudit', 'indústria_del_transport', 'lliurament', 'mobilitat', 'naixement', 'salvament', 'transports', 'alienable', 'gràcia', 'broma', 'blade_la_sèrie', 'part_vaginal', 'rescat', 'els_transports', 'alienació']
dessert	sopes	Incorrect	['postres_vi', 'postres', 'vins_de_postres', 'dolç', 'postre', 'vins_dolços', 'darreria', 'darreries', 'vi_dolç']
device	dispositiu	Match	['telefonia_cel_·_lular', 'device', 'internet_mòbil', 'telèfon_mòbil', 'telèfons_mòbils', 'telèfon_cel·lular', 'equip', 'maquinari_informàtic', 'màquines', 'recurs', 'dispositiu', 'configsys', 'maquinari', 'màqeuina', 'mòbil', 'història_del_telèfon_mòbil', 'aparell', 'mecanisme', 'maquinària', 'maquinaris', 'comunicacions_mòbils', 'mobile', 'història_de_la_telefonia_mòbil', 'truc', 'maquinari_dordinador', 'hardware', 'màquina', 'comunicació_cel_·_lular']
dig	excavar	Match	['punxar', 'dig', 'sarcasme', 'excavar', 'entendre', 'dicteri', 'punyalada', 'picar', 'cavar', 'befa', 'ganivetada', 'mofa', 'pulla', 'burla', 'cava', 'excavació', 'escarni', 'lloc_arqueològic', 'escarn', 'comprendre', 'aferrar']
dinner	sopar	Match	['dinada', 'déjeuner', 'berenar', 'te_de_la_tarda', 'tiffin', 'dinar', 'hora_del_te', 'sopar', 'lhora_del_te', 'te']
disease	malaltia	Match	['malalties', 'morbositat', 'begowal', 'tel·lurisme', 'malestar', 'patologia', 'condicions_mèdiques', 'condició_mèdica', 'malalt', 'malaltia', 'pleuresia', 'morbosa', 'pleuritis', 'patologies', 'afecció', 'taxa_de_morbiditat']
dissolve	dissoldre	Match	['fondre', 'diluirse', 'fosa', 'desferse', 'desfer', 'diluir', 'trencar', 'desglaçar', 'descongelar', 'dirimir', 'desgelar', 'dissoldre', 'fondres']
disturb	pertorbar	Match	['afligir', 'agitar', 'molesten', 'remoure', 'molestar', 'sollevar', 'incomodar', 'descompondre', 'pertorbar', 'destorbar', 'alterar', 'interrompre', 'excitar', 'amoïnar']
do	pregunto	Not found	[]
doctor	doctor	Match	['atendre', 'metgessa', 'doctora_de_lesglésia', 'cirurgià', 'novè_doctor', 'metjastres', 'dr_who', 'doctorand', 'dra', 'onzè_doctor', 'apariar', 'rudeboy', 'dotzè_doctor', 'doctor', 'adobar', 'metge_especialista', 'rude_boy', 'doctor_de_lesglésia', 'el_doctor', 'cirurgià_operar', 'dr', 'eliza', 'arreglar', 'quart_doctor', 'doctor_guerrer', 'doctors_de_lesglésia', 'grau_de_doctor', 'loïc_nottet', 'el_doctor_who', 'doctorat', 'primer_doctor', 'especialista', 'rudeboys', 'metge', 'cirurgians', 'restituir', 'doctor_of_philosophy', 'facultatiu', 'doctorat_de_recerca', 'metgessa_especialista', 'cirurgià_cirurgiana', 'desè_doctor', 'doctor_who', 'metges', 'doctorats', 'doctorat_professional', 'vuitè_doctor', 'doctor_guerra', 'oficial_metge', 'doc', 'guaridor', 'doctora', 'reparar', 'phd', 'doctorat_superior', 'doctor_en_medicina']
dog	gos	Match	['gossa', 'carn_de_gos', 'canis_domesticus', 'gossos', 'wienerwurst', 'seguir', 'pestell', 'ca', 'gossos_calents', 'barrut', 'firedog', 'familiaris', 'murri', 'empaitar', 'rastrejar', 'salsitxa_de_frankfurt', 'canalla', 'cus', 'canis_familiaris', 'hot_dog', 'entrepans_de_salsitxa_de_frankfurt', 'gos_de_ferro', 'pillet', 'frankfurt', 'dona_desaliñada', 'canis_canis', 'weenie', 'trinquet', 'cànids', 'gos', 'balda', 'penques', 'fiador', 'cànid', 'morillo', 'canidae', 'cans', 'entrepà_de_salsitxa_de_frankfurt', 'seguir_la_pista', 'duck_hunt', 'canis_lupus_familiaris', 'gos_domèstic', 'andiron', 'dog', 'hotdog', 'família_canidae', 'salsitxa', 'guàrdia', 'cutxo', 'perseguir', 'baldó', 'capfoguer']
dressing	vestidor	Not found	[]
driver	pilot	Match	['xofer', 'llevapedres', 'bosc', 'roda_motriu', 'camioner', 'wälder', 'conducció_camions', 'fusta_número_u', 'motorista', 'controlador', 'el_conductor', 'driver_san_francisco', 'rodes_motrius', 'selva', 'camioners', 'pilot', 'eix_acoblat', 'conductor', 'cowcatcher', 'conductor_de_camions', 'controlador_dimpressora', 'fusta', 'conductora', 'boscoses', 'cotxer', 'programa_controlador', 'controlador_de_dispositiu', 'driver', 'boscos', 'rodes_acoblades', 'rascle_davanter', 'forestals', 'xòfer', 'the_driver', 'eixos_acoblats', 'camionera', 'boscos_de_coníferes', 'reserva_forestal', 'número_u_de_la_fusta', 'drivers', 'driver_5', 'controlador_de_programari', 'forest', 'forestal', 'programa_de_control']
economy	economia	Match	['walden', 'econòmicament', 'econòmica', 'economia_rural', 'econòmiques', 'economista_polític', 'econòmic', 'ciència_econòmica', 'econòmics', 'economies', 'model_econòmic', 'economista', 'sistema_econòmic', 'activitat_econòmica', 'economia_clàssica', 'economia_política', 'taxa_destalvi', 'economia', 'walden_or_life_in_the_woods', 'sistemes_econòmics', 'estalvi', 'walden_o_la_vida_als_boscos', 'ciències_econòmiques', 'economy', 'estalvis', 'economia_nacional', 'economia_real', 'economistes']
election	eleccions	Not found	[]
electron	electrons	Match	['negatrón', 'electrònica', 'electron', 'electró', 'electrons', 'electró_celibatari']
elegance	elegància	Match	['bellesa', 'elegància_matemàtica', 'bellesa_clàssica', 'karlgeorg_hoefer', 'elegant', 'elegància', 'decoratiu', 'beaut', 'bellesa_matemàtica']
emotion	emoció	Match	['emocions', 'emoció', 'emotion', 'emocions_humanes', 'estat_emocional', 'human_after_all', 'emocional']
emotionally	emocionalment	Match	['emocions', 'emoció', 'emocions_humanes', 'estat_emocional', 'emocionalment', 'emocional']
engine	motor	Match	['game_engine', 'motor_ferrocarril', 'motor_de_joc', 'dorsal', 'motor_de_jocs', 'locomotora_dièselelèctrica', 'motor_de_programari', 'motor_de_videojocs', 'motor_davió', 'motors_de_videojocs', 'motor_daviació', 'motor_aeronàutic', 'ferrocarril_locomotora', 'motor_3d', 'motor', 'motor_tèrmic', 'locomotores', 'motor_daeronau', 'locomotora', 'ray_alder', 'motor_de_videojoc', 'locomotora_elèctrica', 'motors', 'engine', 'motor_de_gràfics_en_3d', 'locomotora_motor']
event	esdeveniment	Match	['controlador_desdeveniments', 'esdeveniment', 'succés', 'efecte', 'esdeveniment_de_programa', 'esdeveniment_planificat', 'cas', 'oïdor', 'oient', 'resultat', 'pulsació_de_tecla', 'incidència', 'conseqüència', 'cop_de_teclat', 'auditor', 'ocasió', 'esdeveniments']
experiment	experiment	Match	['experiment', 'the_experiment', 'provatura', 'investigació_experimental', 'experiment_aleatori', 'experimentació', 'experimental', 'assaig', 'ciència_experimental', 'experiments', 'experiments_i_esdeveniments_aleatoris', 'prova', 'espai_mostral', 'experimentar', 'verificació', 'provar', 'test', 'mètode_experimental', 'experiment_científic', 'grup_experimental', 'fenomen_aleatori']
extremely	extremadament	Match	['extremadament', 'molt']
feeling	sentiments	Match	['sentiment', 'entranyes', 'sistema_somatosensorial', 'sensació_tàctil', 'emoció', 'creença', 'sentiments', 'sentiment_intuïtiu', 'retroalimentació_tàctil', 'impressió', 'tàctil', 'esperit', 'idea', 'sensació', 'tacte', 'somatosensorial', 'to', 'sentit_del_tacte', 'percepció_tàctil']
fight	lluitar	Match	['contesa', 'batalles', 'barallar', 'baralles', 'lluitar', 'lluita', 'barallarse', 'oposar', 'combat_armat', 'competitivitat', 'defensarse', 'brega', 'combat', 'batallar', 'baralla', 'compromís', 'acció', 'pugnar', 'entrenament_de_combat', 'escaramusses', 'conflicte', 'batalla', 'fight']
fish	marisc	Incorrect	['aliment_per_a_peixos', 'peixos', 'fish', 'hibridació_in_situ_fluorescent', 'pisces', 'angules', 'pescar', 'ictiofauna', 'alevins', 'aleví', 'phish', 'piscis', 'peixos_marins', 'peix', 'go_fish', 'hibridació_in_situ_per_fluorescència', 'peixos_els_peixos', 'pterigióforo', 'hibridació_fluorescent_in_situ']
flow	flux	Match	['menstruació', 'psicología_del_flux', 'córrer', 'manar', 'xarxa_de_flux', 'créixer', 'cabal', 'pressió_hidràulica', 'fluix_menstrual', 'rapers', 'regla', 'flux_volumètric', 'mecànica_dels_fluïds', 'mecànica_de_fluids', 'rap', 'torrent', 'hidràulica', 'rajar', 'dinàmica_de_fluids', 'xarxa_flux', 'física_de_fluids', 'velocitat_de_flux', 'grail_b', 'taxa_de_flux', 'cicles_menstruals', 'hidràulicament', 'grail', 'menstruo', 'flux', 'curs', 'riu', 'corrent', 'taxa_de_flux_volumètric', 'caure', 'menstruacions', 'young_money_entertainment', 'gravity_recovery_and_interior_laboratory', 'florent_mothe', 'mecànica_dels_fluids', 'flow', 'catamenia', 'menstruar', 'menstru', 'trajectòria_daugment', 'emceeing', 'protorap', 'alimentar', 'flux_constant', 'raper', 'hidràulic', 'psicologia_del_flux', 'grail_a', 'fluix', 'dinamicista_fluid', 'fluir', 'xarxa', 'dinàmica_dels_fluids', 'acceleració_convectiva', 'brollar']
food	aliments	Match	['tipus_daliments', 'productes_alimentaris', 'aliments_sòlids', 'menjar', 'roda_daliments', 'nutrients', 'aliment_intel_·_lectual', 'macronutrient', 'aliments', 'roda_dels_aliments', 'aliment_per_al_pensament', 'macronutrients', 'sustent', 'tipus_de_nutrients', 'alimentació', 'kirby', 'aliment', 'nutrient']
garbage	escombraries	Match	['ferregada', 'residus_de_productes', 'ximpleria', 'deixalles_dorigen', 'sobralles', 'brutícia', 'residus_daliments', 'rsu', 'sobres', 'residu_alimentari', 'residus_sòlids', 'residus_municipals', 'residu', 'residus', 'residu_sòlid', 'deixalla', 'withering_to_death', 'deixalles', 'fotesa', 'residus_sòlids_urbans', 'rebutjar', 'residus_urbans', 'material_de_rebuig', 'escombraries', 'residu_sòlid_urbà', 'rebuig', 'ferralla', 'garbage', 'residus_domèstics']
